date,fiscal_year,product_code,customer_code,forecast_quantity
2017-09-01,2018,A0118150103,70022085,14
2017-09-01,2018,A0118150103,70023031,3
2017-09-01,2018,A0118150103,80001019,14
2017-09-01,2018,A0118150103,80006154,7
2017-09-01,2018,A0118150103,80006155,18
2017-09-01,2018,A0118150103,80007195,97
2017-09-01,2018,A0118150103,90001021,1
2017-09-01,2018,A0118150103,90002001,65
2017-09-01,2018,A0118150103,90002002,51
2017-09-01,2018,A0118150103,90002003,22
2017-09-01,2018,A0118150103,90002005,42
2017-09-01,2018,A0118150103,90002006,82
2017-09-01,2018,A0118150103,90002007,9
2017-09-01,2018,A0118150103,90002009,44
2017-09-01,2018,A0118150103,90002010,53
2017-09-01,2018,A0118150103,90002011,52
2017-09-01,2018,A0118150103,90002013,29
2017-09-01,2018,A0118150103,90002014,72
2017-09-01,2018,A0118150103,90002015,38
2017-09-01,2018,A0118150103,90003179,10
2017-09-01,2018,A0118150103,90006153,6
2017-09-01,2018,A0118150103,90007197,6
2017-09-01,2018,A0118150103,90008165,6
2017-09-01,2018,A0118150103,90008166,18
2017-09-01,2018,A0118150103,90008167,3
2017-09-01,2018,A0118150103,90011185,3
2017-09-01,2018,A0118150103,90011186,6
2017-09-01,2018,A0118150103,90011187,3
2017-09-01,2018,A0118150103,90011189,7
2017-09-01,2018,A0118150103,90011190,5
2017-09-01,2018,A0118150103,90011191,3
2017-09-01,2018,A0118150103,90013118,1
2017-09-01,2018,A0118150103,90013121,1
2017-09-01,2018,A0118150103,90013123,2
2017-09-01,2018,A0118150103,90016175,1
2017-09-01,2018,A0118150103,90022071,6
2017-09-01,2018,A0118150103,90022073,16
2017-09-01,2018,A0118150103,90022074,14
2017-09-01,2018,A0118150103,90022075,11
2017-09-01,2018,A0118150103,90022077,15
2017-09-01,2018,A0118150103,90022078,2
2017-09-01,2018,A0118150103,90022079,13
2017-09-01,2018,A0118150103,90022081,15
2017-09-01,2018,A0118150103,90022082,3
2017-09-01,2018,A0118150103,90022083,7
2017-09-01,2018,A0118150103,90023022,3
2017-09-01,2018,A0118150103,90023023,1
2017-09-01,2018,A0118150103,90023025,1
2017-09-01,2018,A0118150103,90023026,1
2017-09-01,2018,A0118150103,90023027,2
2017-09-01,2018,A0118150103,90023029,2
2017-09-01,2018,A0118150103,90023030,2
2017-09-01,2018,A0118150103,90027207,4
2017-09-01,2018,A0118150104,70002017,25
2017-09-01,2018,A0118150104,70002018,59
2017-09-01,2018,A0118150104,70003181,2
2017-09-01,2018,A0118150104,70003182,9
2017-09-01,2018,A0118150104,70006157,4
2017-09-01,2018,A0118150104,70006158,1
2017-09-01,2018,A0118150104,70007198,12
2017-09-01,2018,A0118150104,70007199,8
2017-09-01,2018,A0118150104,70008169,10
2017-09-01,2018,A0118150104,70008170,22
2017-09-01,2018,A0118150104,70011193,3
2017-09-01,2018,A0118150104,70011194,1
2017-09-01,2018,A0118150104,70013125,2
2017-09-01,2018,A0118150104,70013126,2
2017-09-01,2018,A0118150104,70016178,1
2017-09-01,2018,A0118150104,70022085,19
2017-09-01,2018,A0118150104,70023031,2
2017-09-01,2018,A0118150104,80001019,15
2017-09-01,2018,A0118150104,80006154,18
2017-09-01,2018,A0118150104,80006155,8
2017-09-01,2018,A0118150104,80007195,11
2017-09-01,2018,A0118150104,90001021,3
2017-09-01,2018,A0118150104,90002001,29
2017-09-01,2018,A0118150104,90002002,18
2017-09-01,2018,A0118150104,90002003,63
2017-09-01,2018,A0118150104,90002005,77
2017-09-01,2018,A0118150104,90002006,64
2017-09-01,2018,A0118150104,90002007,60
2017-09-01,2018,A0118150104,90002009,87
2017-09-01,2018,A0118150104,90002010,65
2017-09-01,2018,A0118150104,90002011,8
2017-09-01,2018,A0118150104,90002013,59
2017-09-01,2018,A0118150104,90002014,53
2017-09-01,2018,A0118150104,90002015,64
2017-09-01,2018,A0118150104,90003179,11
2017-09-01,2018,A0118150104,90006153,5
2017-09-01,2018,A0118150104,90007197,15
2017-09-01,2018,A0118150104,90008165,17
2017-09-01,2018,A0118150104,90008166,4
2017-09-01,2018,A0118150104,90008167,4
2017-09-01,2018,A0118150104,90011185,8
2017-09-01,2018,A0118150104,90011186,2
2017-09-01,2018,A0118150104,90011187,6
2017-09-01,2018,A0118150104,90011189,2
2017-09-01,2018,A0118150104,90011190,2
2017-09-01,2018,A0118150104,90011191,8
2017-09-01,2018,A0118150104,90013117,1
2017-09-01,2018,A0118150104,90013118,1
2017-09-01,2018,A0118150104,90013119,2
2017-09-01,2018,A0118150104,90013121,2
2017-09-01,2018,A0118150104,90013123,2
2017-09-01,2018,A0118150104,90016173,1
2017-09-01,2018,A0118150104,90016174,1
2017-09-01,2018,A0118150104,90022071,2
2017-09-01,2018,A0118150104,90022073,15
2017-09-01,2018,A0118150104,90022074,16
2017-09-01,2018,A0118150104,90022075,13
2017-09-01,2018,A0118150104,90022077,10
2017-09-01,2018,A0118150104,90022078,2
2017-09-01,2018,A0118150104,90022079,3
2017-09-01,2018,A0118150104,90022081,5
2017-09-01,2018,A0118150104,90022082,19
2017-09-01,2018,A0118150104,90022083,12
2017-09-01,2018,A0118150104,90023022,4
2017-09-01,2018,A0118150104,90023023,2
2017-09-01,2018,A0118150104,90023025,1
2017-09-01,2018,A0118150104,90023026,3
2017-09-01,2018,A0118150104,90023027,1
2017-09-01,2018,A0118150104,90023029,1
2017-09-01,2018,A0118150104,90023030,2
2017-09-01,2018,A0118150104,90027207,6
2017-09-01,2018,A0418150101,70002017,117
2017-09-01,2018,A0418150101,70002018,97
2017-09-01,2018,A0418150101,70003181,7
2017-09-01,2018,A0418150101,70003182,5
2017-09-01,2018,A0418150101,70006157,8
2017-09-01,2018,A0418150101,70006158,7
2017-09-01,2018,A0418150101,70007198,20
2017-09-01,2018,A0418150101,70007199,27
2017-09-01,2018,A0418150101,70008169,21
2017-09-01,2018,A0418150101,70008170,28
2017-09-01,2018,A0418150101,70011193,7
2017-09-01,2018,A0418150101,70011194,7
2017-09-01,2018,A0418150101,70013125,1
2017-09-01,2018,A0418150101,70013126,2
2017-09-01,2018,A0418150101,70016177,1
2017-09-01,2018,A0418150101,70016178,1
2017-09-01,2018,A0418150101,70022085,12
2017-09-01,2018,A0418150101,70023031,2
2017-09-01,2018,A0418150101,80001019,16
2017-09-01,2018,A0418150101,80006154,7
2017-09-01,2018,A0418150101,80006155,20
2017-09-01,2018,A0418150101,80007195,23
2017-09-01,2018,A0418150101,90001021,2
2017-09-01,2018,A0418150101,90002001,48
2017-09-01,2018,A0418150101,90002002,61
2017-09-01,2018,A0418150101,90002003,74
2017-09-01,2018,A0418150101,90002005,56
2017-09-01,2018,A0418150101,90002006,94
2017-09-01,2018,A0418150101,90002007,78
2017-09-01,2018,A0418150101,90002009,67
2017-09-01,2018,A0418150101,90002010,24
2017-09-01,2018,A0418150101,90002011,68
2017-09-01,2018,A0418150101,90002013,77
2017-09-01,2018,A0418150101,90002014,15
2017-09-01,2018,A0418150101,90002015,74
2017-09-01,2018,A0418150101,90003179,19
2017-09-01,2018,A0418150101,90006153,5
2017-09-01,2018,A0418150101,90007197,21
2017-09-01,2018,A0418150101,90008165,24
2017-09-01,2018,A0418150101,90008166,5
2017-09-01,2018,A0418150101,90008167,22
2017-09-01,2018,A0418150101,90011185,9
2017-09-01,2018,A0418150101,90011186,3
2017-09-01,2018,A0418150101,90011187,4
2017-09-01,2018,A0418150101,90011189,11
2017-09-01,2018,A0418150101,90011190,6
2017-09-01,2018,A0418150101,90011191,5
2017-09-01,2018,A0418150101,90013118,1
2017-09-01,2018,A0418150101,90013119,2
2017-09-01,2018,A0418150101,90013121,1
2017-09-01,2018,A0418150101,90013122,2
2017-09-01,2018,A0418150101,90013123,3
2017-09-01,2018,A0418150101,90016173,1
2017-09-01,2018,A0418150101,90016174,1
2017-09-01,2018,A0418150101,90022071,20
2017-09-01,2018,A0418150101,90022073,11
2017-09-01,2018,A0418150101,90022074,26
2017-09-01,2018,A0418150101,90022075,8
2017-09-01,2018,A0418150101,90022077,10
2017-09-01,2018,A0418150101,90022078,4
2017-09-01,2018,A0418150101,90022079,13
2017-09-01,2018,A0418150101,90022081,36
2017-09-01,2018,A0418150101,90022082,4
2017-09-01,2018,A0418150101,90022083,4
2017-09-01,2018,A0418150101,90023022,2
2017-09-01,2018,A0418150101,90023023,4
2017-09-01,2018,A0418150101,90023025,2
2017-09-01,2018,A0418150101,90023026,4
2017-09-01,2018,A0418150101,90023027,3
2017-09-01,2018,A0418150101,90023029,1
2017-09-01,2018,A0418150101,90023030,3
2017-09-01,2018,A0418150101,90027207,8
2017-09-01,2018,A0418150102,70002017,102
2017-09-01,2018,A0418150102,70002018,41
2017-09-01,2018,A0418150102,70003181,14
2017-09-01,2018,A0418150102,70003182,5
2017-09-01,2018,A0418150102,70006157,5
2017-09-01,2018,A0418150102,70006158,8
2017-09-01,2018,A0418150102,70007198,8
2017-09-01,2018,A0418150102,70007199,6
2017-09-01,2018,A0418150102,70008169,21
2017-09-01,2018,A0418150102,70008170,22
2017-09-01,2018,A0418150102,70011193,3
2017-09-01,2018,A0418150102,70011194,6
2017-09-01,2018,A0418150102,70013125,1
2017-09-01,2018,A0418150102,70013126,1
2017-09-01,2018,A0418150102,70016178,1
2017-09-01,2018,A0418150102,70022085,17
2017-09-01,2018,A0418150102,70023031,2
2017-09-01,2018,A0418150102,80001019,17
2017-09-01,2018,A0418150102,80006154,20
2017-09-01,2018,A0418150102,80006155,24
2017-09-01,2018,A0418150102,80007195,17
2017-09-01,2018,A0418150102,90001021,3
2017-09-01,2018,A0418150102,90002001,44
2017-09-01,2018,A0418150102,90002002,59
2017-09-01,2018,A0418150102,90002003,109
2017-09-01,2018,A0418150102,90002005,65
2017-09-01,2018,A0418150102,90002006,50
2017-09-01,2018,A0418150102,90002007,104
2017-09-01,2018,A0418150102,90002009,102
2017-09-01,2018,A0418150102,90002010,20
2017-09-01,2018,A0418150102,90002011,26
2017-09-01,2018,A0418150102,90002013,25
2017-09-01,2018,A0418150102,90002014,88
2017-09-01,2018,A0418150102,90002015,54
2017-09-01,2018,A0418150102,90003179,4
2017-09-01,2018,A0418150102,90006153,6
2017-09-01,2018,A0418150102,90007197,20
2017-09-01,2018,A0418150102,90008165,6
2017-09-01,2018,A0418150102,90008166,12
2017-09-01,2018,A0418150102,90008167,31
2017-09-01,2018,A0418150102,90011185,9
2017-09-01,2018,A0418150102,90011186,9
2017-09-01,2018,A0418150102,90011187,4
2017-09-01,2018,A0418150102,90011189,8
2017-09-01,2018,A0418150102,90011190,5
2017-09-01,2018,A0418150102,90011191,9
2017-09-01,2018,A0418150102,90013117,3
2017-09-01,2018,A0418150102,90013118,3
2017-09-01,2018,A0418150102,90013121,1
2017-09-01,2018,A0418150102,90013122,3
2017-09-01,2018,A0418150102,90013123,1
2017-09-01,2018,A0418150102,90016171,1
2017-09-01,2018,A0418150102,90016173,1
2017-09-01,2018,A0418150102,90016175,1
2017-09-01,2018,A0418150102,90022071,16
2017-09-01,2018,A0418150102,90022073,7
2017-09-01,2018,A0418150102,90022074,27
2017-09-01,2018,A0418150102,90022075,15
2017-09-01,2018,A0418150102,90022077,8
2017-09-01,2018,A0418150102,90022078,15
2017-09-01,2018,A0418150102,90022079,18
2017-09-01,2018,A0418150102,90022081,31
2017-09-01,2018,A0418150102,90022082,20
2017-09-01,2018,A0418150102,90022083,16
2017-09-01,2018,A0418150102,90023022,1
2017-09-01,2018,A0418150102,90023023,8
2017-09-01,2018,A0418150102,90023025,2
2017-09-01,2018,A0418150102,90023026,1
2017-09-01,2018,A0418150102,90023027,4
2017-09-01,2018,A0418150102,90023029,2
2017-09-01,2018,A0418150102,90023030,6
2017-09-01,2018,A0418150102,90027207,4
2017-09-01,2018,A0418150103,70002017,82
2017-09-01,2018,A0418150103,70002018,36
2017-09-01,2018,A0418150103,70003181,18
2017-09-01,2018,A0418150103,70003182,17
2017-09-01,2018,A0418150103,70006157,7
2017-09-01,2018,A0418150103,70006158,8
2017-09-01,2018,A0418150103,70007198,15
2017-09-01,2018,A0418150103,70007199,19
2017-09-01,2018,A0418150103,70008169,14
2017-09-01,2018,A0418150103,70008170,25
2017-09-01,2018,A0418150103,70011193,5
2017-09-01,2018,A0418150103,70011194,7
2017-09-01,2018,A0418150103,70013125,1
2017-09-01,2018,A0418150103,70013126,1
2017-09-01,2018,A0418150103,70016177,1
2017-09-01,2018,A0418150103,70016178,1
2017-09-01,2018,A0418150103,70022085,9
2017-09-01,2018,A0418150103,70023031,4
2017-09-01,2018,A0418150103,80001019,11
2017-09-01,2018,A0418150103,80006154,12
2017-09-01,2018,A0418150103,80006155,12
2017-09-01,2018,A0418150103,80007195,136
2017-09-01,2018,A0418150103,90001021,5
2017-09-01,2018,A0418150103,90002001,22
2017-09-01,2018,A0418150103,90002002,71
2017-09-01,2018,A0418150103,90002003,115
2017-09-01,2018,A0418150103,90002005,21
2017-09-01,2018,A0418150103,90002006,32
2017-09-01,2018,A0418150103,90002007,102
2017-09-01,2018,A0418150103,90002009,45
2017-09-01,2018,A0418150103,90002010,57
2017-09-01,2018,A0418150103,90002011,37
2017-09-01,2018,A0418150103,90002013,115
2017-09-01,2018,A0418150103,90002014,17
2017-09-01,2018,A0418150103,90002015,88
2017-09-01,2018,A0418150103,90003179,3
2017-09-01,2018,A0418150103,90006153,5
2017-09-01,2018,A0418150103,90007197,8
2017-09-01,2018,A0418150103,90008165,30
2017-09-01,2018,A0418150103,90008166,33
2017-09-01,2018,A0418150103,90008167,34
2017-09-01,2018,A0418150103,90011185,5
2017-09-01,2018,A0418150103,90011186,4
2017-09-01,2018,A0418150103,90011187,1
2017-09-01,2018,A0418150103,90011189,3
2017-09-01,2018,A0418150103,90011190,7
2017-09-01,2018,A0418150103,90011191,9
2017-09-01,2018,A0418150103,90013117,1
2017-09-01,2018,A0418150103,90013118,2
2017-09-01,2018,A0418150103,90013119,2
2017-09-01,2018,A0418150103,90013121,2
2017-09-01,2018,A0418150103,90013122,3
2017-09-01,2018,A0418150103,90013123,1
2017-09-01,2018,A0418150103,90016171,1
2017-09-01,2018,A0418150103,90016174,1
2017-09-01,2018,A0418150103,90016175,1
2017-09-01,2018,A0418150103,90022071,16
2017-09-01,2018,A0418150103,90022073,21
2017-09-01,2018,A0418150103,90022074,7
2017-09-01,2018,A0418150103,90022075,25
2017-09-01,2018,A0418150103,90022077,15
2017-09-01,2018,A0418150103,90022078,10
2017-09-01,2018,A0418150103,90022079,5
2017-09-01,2018,A0418150103,90022081,10
2017-09-01,2018,A0418150103,90022082,23
2017-09-01,2018,A0418150103,90022083,5
2017-09-01,2018,A0418150103,90023022,4
2017-09-01,2018,A0418150103,90023023,2
2017-09-01,2018,A0418150103,90023025,5
2017-09-01,2018,A0418150103,90023026,4
2017-09-01,2018,A0418150103,90023027,2
2017-09-01,2018,A0418150103,90023029,1
2017-09-01,2018,A0418150103,90023030,4
2017-09-01,2018,A0418150103,90027207,9
2017-09-01,2018,A0418150104,70002017,96
2017-09-01,2018,A0418150104,70002018,24
2017-09-01,2018,A0418150104,70003181,15
2017-09-01,2018,A0418150104,70003182,10
2017-09-01,2018,A0418150104,70006157,2
2017-09-01,2018,A0418150104,70006158,5
2017-09-01,2018,A0418150104,70007198,30
2017-09-01,2018,A0418150104,70007199,11
2017-09-01,2018,A0418150104,70008169,11
2017-09-01,2018,A0418150104,70008170,16
2017-09-01,2018,A0418150104,70011193,6
2017-09-01,2018,A0418150104,70011194,11
2017-09-01,2018,A0418150104,70013125,1
2017-09-01,2018,A0418150104,70013126,3
2017-09-01,2018,A0418150104,70016177,1
2017-09-01,2018,A0418150104,70022085,10
2017-09-01,2018,A0418150104,70023031,5
2017-09-01,2018,A0418150104,80001019,2
2017-09-01,2018,A0418150104,80006154,43
2017-09-01,2018,A0418150104,80006155,11
2017-09-01,2018,A0418150104,80007195,65
2017-09-01,2018,A0418150104,90001021,1
2017-09-01,2018,A0418150104,90002001,79
2017-09-01,2018,A0418150104,90002002,52
2017-09-01,2018,A0418150104,90002003,24
2017-09-01,2018,A0418150104,90002005,18
2017-09-01,2018,A0418150104,90002006,24
2017-09-01,2018,A0418150104,90002007,67
2017-09-01,2018,A0418150104,90002009,88
2017-09-01,2018,A0418150104,90002010,101
2017-09-01,2018,A0418150104,90002011,59
2017-09-01,2018,A0418150104,90002013,102
2017-09-01,2018,A0418150104,90002014,45
2017-09-01,2018,A0418150104,90002015,78
2017-09-01,2018,A0418150104,90003179,11
2017-09-01,2018,A0418150104,90006153,2
2017-09-01,2018,A0418150104,90007197,25
2017-09-01,2018,A0418150104,90008165,12
2017-09-01,2018,A0418150104,90008166,19
2017-09-01,2018,A0418150104,90008167,7
2017-09-01,2018,A0418150104,90011185,10
2017-09-01,2018,A0418150104,90011186,2
2017-09-01,2018,A0418150104,90011187,5
2017-09-01,2018,A0418150104,90011189,10
2017-09-01,2018,A0418150104,90011190,7
2017-09-01,2018,A0418150104,90011191,3
2017-09-01,2018,A0418150104,90013117,2
2017-09-01,2018,A0418150104,90013118,1
2017-09-01,2018,A0418150104,90013119,2
2017-09-01,2018,A0418150104,90013121,2
2017-09-01,2018,A0418150104,90013122,2
2017-09-01,2018,A0418150104,90013123,1
2017-09-01,2018,A0418150104,90016171,1
2017-09-01,2018,A0418150104,90016173,1
2017-09-01,2018,A0418150104,90016175,1
2017-09-01,2018,A0418150104,90022071,18
2017-09-01,2018,A0418150104,90022073,9
2017-09-01,2018,A0418150104,90022074,15
2017-09-01,2018,A0418150104,90022075,18
2017-09-01,2018,A0418150104,90022077,3
2017-09-01,2018,A0418150104,90022078,23
2017-09-01,2018,A0418150104,90022079,11
2017-09-01,2018,A0418150104,90022081,34
2017-09-01,2018,A0418150104,90022082,17
2017-09-01,2018,A0418150104,90022083,20
2017-09-01,2018,A0418150104,90023022,2
2017-09-01,2018,A0418150104,90023023,4
2017-09-01,2018,A0418150104,90023025,3
2017-09-01,2018,A0418150104,90023026,4
2017-09-01,2018,A0418150104,90023027,2
2017-09-01,2018,A0418150104,90023029,3
2017-09-01,2018,A0418150104,90023030,1
2017-09-01,2018,A0418150104,90027207,4
2017-09-01,2018,A0418150105,70002017,80
2017-09-01,2018,A0418150105,70002018,81
2017-09-01,2018,A0418150105,70003181,2
2017-09-01,2018,A0418150105,70003182,8
2017-09-01,2018,A0418150105,70006157,3
2017-09-01,2018,A0418150105,70006158,5
2017-09-01,2018,A0418150105,70007198,3
2017-09-01,2018,A0418150105,70007199,8
2017-09-01,2018,A0418150105,70008169,15
2017-09-01,2018,A0418150105,70008170,4
2017-09-01,2018,A0418150105,70011193,2
2017-09-01,2018,A0418150105,70011194,2
2017-09-01,2018,A0418150105,70013125,1
2017-09-01,2018,A0418150105,70013126,2
2017-09-01,2018,A0418150105,70016177,1
2017-09-01,2018,A0418150105,70016178,1
2017-09-01,2018,A0418150105,70022085,7
2017-09-01,2018,A0418150105,70023031,3
2017-09-01,2018,A0418150105,80001019,13
2017-09-01,2018,A0418150105,80006154,40
2017-09-01,2018,A0418150105,80006155,30
2017-09-01,2018,A0418150105,80007195,40
2017-09-01,2018,A0418150105,90001021,3
2017-09-01,2018,A0418150105,90002001,35
2017-09-01,2018,A0418150105,90002002,68
2017-09-01,2018,A0418150105,90002003,53
2017-09-01,2018,A0418150105,90002005,15
2017-09-01,2018,A0418150105,90002006,96
2017-09-01,2018,A0418150105,90002007,68
2017-09-01,2018,A0418150105,90002009,65
2017-09-01,2018,A0418150105,90002010,61
2017-09-01,2018,A0418150105,90002011,22
2017-09-01,2018,A0418150105,90002013,83
2017-09-01,2018,A0418150105,90002014,30
2017-09-01,2018,A0418150105,90002015,80
2017-09-01,2018,A0418150105,90003179,3
2017-09-01,2018,A0418150105,90006153,9
2017-09-01,2018,A0418150105,90007197,23
2017-09-01,2018,A0418150105,90008165,16
2017-09-01,2018,A0418150105,90008166,27
2017-09-01,2018,A0418150105,90008167,14
2017-09-01,2018,A0418150105,90011185,9
2017-09-01,2018,A0418150105,90011186,9
2017-09-01,2018,A0418150105,90011187,8
2017-09-01,2018,A0418150105,90011189,7
2017-09-01,2018,A0418150105,90011190,9
2017-09-01,2018,A0418150105,90011191,3
2017-09-01,2018,A0418150105,90013117,2
2017-09-01,2018,A0418150105,90013118,3
2017-09-01,2018,A0418150105,90013119,2
2017-09-01,2018,A0418150105,90013121,1
2017-09-01,2018,A0418150105,90013122,1
2017-09-01,2018,A0418150105,90013123,1
2017-09-01,2018,A0418150105,90016171,1
2017-09-01,2018,A0418150105,90016173,1
2017-09-01,2018,A0418150105,90022071,12
2017-09-01,2018,A0418150105,90022073,16
2017-09-01,2018,A0418150105,90022074,20
2017-09-01,2018,A0418150105,90022075,24
2017-09-01,2018,A0418150105,90022077,16
2017-09-01,2018,A0418150105,90022078,7
2017-09-01,2018,A0418150105,90022079,5
